id,area_ratio,r_min,r_max,r_mean,r_median,r_std,g_min,g_max,g_mean,g_median,g_std,b_min,b_max,b_mean,b_median,b_std,eccentricity,solidity,circularity,sym_h,sym_v,bug_type
1,0.0074280416666666,5.0,208.0,68.08574676513672,56.0,47.95539855957031,3.0,199.0,54.88274765014648,37.0,45.31119918823242,0.0,193.0,39.8919677734375,24.0,36.2507438659668,0.3920193886737698,0.6475896064834155,0.0408543488720447,0.6498362421989441,0.0318152904510498,0
2,0.008553,2.0,248.0,63.7864990234375,55.0,42.15350341796875,2.0,251.0,52.07965087890625,34.0,42.86612701416016,0.0,244.0,35.735145568847656,19.0,34.61711502075195,0.5959041967655172,0.5654003790048918,0.0392190832603262,0.5796029567718506,-0.0086270263418555,0
3,0.022093125,3.0,255.0,107.1763153076172,114.0,58.77135848999024,0.0,255.0,87.79472351074219,86.0,60.05760955810547,0.0,255.0,63.38302993774414,52.0,54.8235969543457,0.24029482483221,0.6264117552548012,0.04817744913155,0.1897031664848327,-0.0225921794772148,0
4,0.013187375,5.0,219.0,87.58824157714844,88.0,46.32258605957031,3.0,213.0,71.03185272216797,61.0,46.08576202392578,0.0,201.0,50.43253326416016,36.0,37.44561767578125,0.7354337127760935,0.6075544788611269,0.0389261026227876,-0.0078431917354464,0.0873481109738349,0
5,0.009164625,6.0,255.0,123.177001953125,134.0,62.3559455871582,0.0,250.0,100.89796447753906,91.0,63.02935409545898,0.0,245.0,80.94617462158203,63.0,60.624961853027344,0.6505991203519663,0.5664591762363794,0.047071323663544,0.3611584603786468,0.1725530177354812,0
6,0.0059168333333333,7.0,201.0,100.47562408447266,109.0,49.635040283203125,4.0,199.0,84.3832778930664,78.0,51.36793899536133,0.0,204.0,68.36624908447266,55.0,48.98237228393555,0.7644701399288016,0.636232890521741,0.065967389614333,-0.000639087636955,0.3835038840770721,0
7,0.00565875,11.0,238.0,91.57896423339844,87.0,41.37874984741211,9.0,234.0,72.75433349609375,70.0,36.76008224487305,4.0,223.0,50.997989654541016,42.0,34.731292724609375,0.9001156837510131,0.7100619559250255,0.0762898879672488,-0.0056903669610619,0.1029460951685905,0
8,0.0074540833333333,4.0,168.0,55.60429382324219,47.0,35.667320251464844,4.0,171.0,43.24016571044922,31.0,35.565189361572266,3.0,183.0,36.92992782592773,24.0,37.34231185913086,0.8756020030979672,0.5644823364592142,0.0660699354069267,-0.0075102248229086,0.4308282434940338,0
9,0.0071994166666666,6.0,255.0,87.62007141113281,93.0,52.7327995300293,3.0,255.0,71.39061737060547,64.0,51.89471435546875,0.0,254.0,68.25091552734375,57.0,54.631797790527344,0.5133158962568953,0.6831565338067317,0.0569901171586556,0.2452157884836197,0.3278650641441345,0
10,0.0157834583333333,4.0,255.0,82.97671508789062,80.0,52.42158889770508,0.0,255.0,63.632568359375,48.0,48.940956115722656,0.0,255.0,60.44037628173828,45.0,50.826637268066406,0.4728183257970298,0.6812648261151847,0.0706524493409963,0.3072348833084106,0.5457747578620911,0
11,0.0136309166666666,12.0,255.0,120.44338989257812,124.0,45.80368041992188,2.0,246.0,89.04903411865234,90.0,42.44465637207031,0.0,255.0,82.3017349243164,80.0,46.70092010498047,0.614713796123513,0.7530043802609743,0.1099624530344876,0.1936923712491989,0.2605336606502533,0
12,0.0180400833333333,10.0,235.0,109.42015838623048,108.0,44.650691986083984,0.0,195.0,75.59591674804688,72.0,37.59269714355469,0.0,255.0,82.702392578125,73.0,51.196266174316406,0.3612630989996229,0.7073340478088691,0.0742537617461948,0.4394214153289795,0.5148921012878418,0
13,0.01632,5.0,255.0,104.9175033569336,100.0,47.9506950378418,3.0,255.0,78.35396575927734,71.0,42.87685394287109,0.0,255.0,52.59309005737305,43.0,39.5715217590332,0.8959291039471314,0.6383956657941318,0.055966438346625,0.191947728395462,0.6993637681007385,0
14,0.0109960416666666,10.0,255.0,137.15992736816406,136.0,52.058048248291016,0.0,245.0,107.28280639648438,103.0,48.88082885742188,0.0,255.0,99.55602264404295,91.0,51.47652053833008,0.5680149318430482,0.7273235880984665,0.0838463822085533,0.415541797876358,0.6072898507118225,0
15,0.0159606666666666,9.0,255.0,123.58953094482422,125.0,51.20761489868164,0.0,254.0,94.87884521484376,98.0,45.321170806884766,0.0,255.0,80.78056335449219,82.0,41.51759719848633,0.599437308146103,0.5084148270845942,0.0310088228309745,0.0405043065547943,0.4038677513599396,0
16,0.0168067083333333,13.0,255.0,107.126708984375,100.0,46.72087860107422,0.0,255.0,87.01905059814453,84.0,40.77949905395508,0.0,255.0,66.91030883789062,62.0,34.57744598388672,0.8395577911051051,0.5328724522957742,0.0502752098543025,0.49577596783638,0.4899922013282776,0
17,0.0147916666666666,3.0,255.0,122.8128433227539,117.0,48.48136901855469,0.0,255.0,106.66627502441406,110.0,47.31637954711914,0.0,255.0,74.72309875488281,66.0,44.37496948242188,0.4401992345102259,0.5620859564011299,0.0618642098268912,0.5112379193305969,0.6179889440536499,0
18,0.013739375,17.0,255.0,137.03836059570312,133.0,49.88789749145508,0.0,255.0,112.89967346191406,110.0,47.9482650756836,0.0,255.0,96.12442016601562,88.0,48.838748931884766,0.4394970097024651,0.4943451158411715,0.0595947043691913,0.5043725967407227,0.2747628390789032,0
19,0.0123749583333333,7.0,255.0,107.66460418701172,106.0,37.61886596679688,0.0,255.0,88.38127899169922,96.0,38.37863540649414,0.0,255.0,65.91770935058594,63.0,33.29145812988281,0.6312673907789274,0.7190649702809689,0.0565825062667753,0.6407271027565002,0.570686936378479,0
